id;nombres;edad;notas
1142;nombre 1142;19;5
1143;nombre 1143;13;17
1144;nombre 1144;10;14
1145;nombre 1145;11;15
1146;nombre 1146;20;0
1147;nombre 1147;11;6
1148;nombre 1148;15;8
1149;nombre 1149;19;19
1150;nombre 1150;17;0
1151;nombre 1151;15;15
1152;nombre 1152;15;8
1153;nombre 1153;20;14
1154;nombre 1154;13;17
1155;nombre 1155;18;14
1156;nombre 1156;19;14
1157;nombre 1157;13;20
1158;nombre 1158;12;1
1159;nombre 1159;20;17
1160;nombre 1160;15;20
1161;nombre 1161;19;5
1162;nombre 1162;10;19
1163;nombre 1163;11;19
1164;nombre 1164;15;9
1165;nombre 1165;17;4
1166;nombre 1166;11;0
1167;nombre 1167;16;6
1168;nombre 1168;17;4
1169;nombre 1169;12;18
1170;nombre 1170;11;12
1171;nombre 1171;13;19
1172;nombre 1172;15;1
1173;nombre 1173;16;1
1174;nombre 1174;19;18
1175;nombre 1175;10;3
1176;nombre 1176;13;15
1177;nombre 1177;15;17
1178;nombre 1178;10;19
1179;nombre 1179;16;15
1180;nombre 1180;17;3
1181;nombre 1181;17;5
1182;nombre 1182;11;3
1183;nombre 1183;13;11
1184;nombre 1184;15;20
1185;nombre 1185;17;18
1186;nombre 1186;17;13
1187;nombre 1187;13;16
1188;nombre 1188;20;9
1189;nombre 1189;15;19
1190;nombre 1190;20;13
1191;nombre 1191;12;19
1192;nombre 1192;12;3
1193;nombre 1193;14;2
1194;nombre 1194;20;14
1195;nombre 1195;16;18
1196;nombre 1196;16;3
1197;nombre 1197;10;10
1198;nombre 1198;17;17
1199;nombre 1199;13;16
1200;nombre 1200;17;0
1201;nombre 1201;13;12
1202;nombre 1202;20;17
1203;nombre 1203;20;9
1204;nombre 1204;16;3
1205;nombre 1205;14;8
1206;nombre 1206;12;4
1207;nombre 1207;10;6
1208;nombre 1208;18;15
1209;nombre 1209;18;5
1210;nombre 1210;10;2
1211;nombre 1211;15;6
1212;nombre 1212;15;9
1213;nombre 1213;18;7
1214;nombre 1214;11;12
1215;nombre 1215;11;5
1216;nombre 1216;14;9
1217;nombre 1217;17;6
1218;nombre 1218;18;7
1219;nombre 1219;16;15
1220;nombre 1220;20;14
1221;nombre 1221;20;15
1222;nombre 1222;17;16
1223;nombre 1223;12;16
1224;nombre 1224;14;16
1225;nombre 1225;12;4
1226;nombre 1226;10;12
1227;nombre 1227;14;0
1228;nombre 1228;13;10
1229;nombre 1229;20;20
1230;nombre 1230;19;8
1231;nombre 1231;12;11
1232;nombre 1232;11;17
1233;nombre 1233;19;13
1234;nombre 1234;18;8
1235;nombre 1235;16;6
1236;nombre 1236;18;15
1237;nombre 1237;14;12
1238;nombre 1238;12;5
1239;nombre 1239;15;2
1240;nombre 1240;13;4
1241;nombre 1241;15;11
1242;nombre 1242;10;1
1243;nombre 1243;13;13
1244;nombre 1244;14;2
1245;nombre 1245;15;18
1246;nombre 1246;13;9
1247;nombre 1247;15;9
1248;nombre 1248;14;13
1249;nombre 1249;14;11
1250;nombre 1250;17;0
1251;nombre 1251;11;6
1252;nombre 1252;18;10
1253;nombre 1253;13;10
1254;nombre 1254;10;5
1255;nombre 1255;10;16
1256;nombre 1256;20;0
1257;nombre 1257;18;1
1258;nombre 1258;18;13
1259;nombre 1259;16;17
1260;nombre 1260;17;15
1261;nombre 1261;19;9
1262;nombre 1262;17;11
1263;nombre 1263;12;8
1264;nombre 1264;19;11
1265;nombre 1265;17;7
1266;nombre 1266;13;11
1267;nombre 1267;19;12
1268;nombre 1268;11;7
1269;nombre 1269;13;15
1270;nombre 1270;19;19
1271;nombre 1271;13;4
1272;nombre 1272;17;11
1273;nombre 1273;16;1
1274;nombre 1274;16;9
1275;nombre 1275;11;13
1276;nombre 1276;17;17
1277;nombre 1277;13;5
1278;nombre 1278;20;15
1279;nombre 1279;11;20
1280;nombre 1280;16;15
1281;nombre 1281;15;2
1282;nombre 1282;12;10
1283;nombre 1283;19;13
1284;nombre 1284;14;19
1285;nombre 1285;12;10
1286;nombre 1286;15;13
1287;nombre 1287;18;3
1288;nombre 1288;19;19
1289;nombre 1289;10;20
1290;nombre 1290;15;20
1291;nombre 1291;10;13
1292;nombre 1292;10;7
1293;nombre 1293;15;12
1294;nombre 1294;10;15
1295;nombre 1295;16;3
1296;nombre 1296;18;14
1297;nombre 1297;10;1
1298;nombre 1298;11;4
1299;nombre 1299;13;11
1300;nombre 1300;20;18
1301;nombre 1301;17;9
1302;nombre 1302;19;14
1303;nombre 1303;13;5
1304;nombre 1304;12;6
1305;nombre 1305;18;17
1306;nombre 1306;20;12
1307;nombre 1307;11;10
1308;nombre 1308;20;7
1309;nombre 1309;11;16
1310;nombre 1310;11;18
1311;nombre 1311;16;18
1312;nombre 1312;20;8
1313;nombre 1313;16;20
1314;nombre 1314;11;20
1315;nombre 1315;20;12
1316;nombre 1316;18;5
1317;nombre 1317;16;10
1318;nombre 1318;18;9
1319;nombre 1319;14;7
1320;nombre 1320;20;20
1321;nombre 1321;17;14
1322;nombre 1322;13;19
1323;nombre 1323;10;7
1324;nombre 1324;16;14
1325;nombre 1325;12;15
1326;nombre 1326;14;20
1327;nombre 1327;16;11
1328;nombre 1328;11;1
1329;nombre 1329;14;20
1330;nombre 1330;13;17
1331;nombre 1331;10;14
1332;nombre 1332;11;3
1333;nombre 1333;17;16
1334;nombre 1334;11;0
1335;nombre 1335;16;18
1336;nombre 1336;12;4
1337;nombre 1337;16;20
1338;nombre 1338;11;16
1339;nombre 1339;11;11
1340;nombre 1340;10;3
1341;nombre 1341;14;6
1342;nombre 1342;17;12
1343;nombre 1343;14;13
1344;nombre 1344;18;16
1345;nombre 1345;13;18
1346;nombre 1346;13;7
1347;nombre 1347;19;18
1348;nombre 1348;14;16
1349;nombre 1349;18;15
1350;nombre 1350;11;1
1351;nombre 1351;19;1
1352;nombre 1352;20;15
1353;nombre 1353;15;20
1354;nombre 1354;16;11
1355;nombre 1355;18;9
1356;nombre 1356;18;13
1357;nombre 1357;17;2
1358;nombre 1358;18;10
1359;nombre 1359;16;16
1360;nombre 1360;16;16
1361;nombre 1361;11;0
1362;nombre 1362;18;8
1363;nombre 1363;16;2
1364;nombre 1364;12;14
1365;nombre 1365;20;17
1366;nombre 1366;10;18
1367;nombre 1367;16;4
1368;nombre 1368;12;6
1369;nombre 1369;12;6
1370;nombre 1370;16;16
1371;nombre 1371;15;16
1372;nombre 1372;10;6
1373;nombre 1373;13;2
1374;nombre 1374;11;10
1375;nombre 1375;19;4
1376;nombre 1376;16;13
1377;nombre 1377;14;9
1378;nombre 1378;18;15
1379;nombre 1379;10;10
1380;nombre 1380;18;10
1381;nombre 1381;13;3
1382;nombre 1382;20;15
1383;nombre 1383;20;16
1384;nombre 1384;18;8
1385;nombre 1385;10;7
1386;nombre 1386;16;8
1387;nombre 1387;16;20
1388;nombre 1388;10;3
1389;nombre 1389;15;2
1390;nombre 1390;14;4
1391;nombre 1391;10;13
1392;nombre 1392;12;17
1393;nombre 1393;13;14
1394;nombre 1394;19;7
1395;nombre 1395;13;15
1396;nombre 1396;14;7
1397;nombre 1397;11;5
1398;nombre 1398;11;9
1399;nombre 1399;10;0
1400;nombre 1400;11;0
1401;nombre 1401;16;11
1402;nombre 1402;18;3
1403;nombre 1403;17;13
1404;nombre 1404;14;17
1405;nombre 1405;16;3
1406;nombre 1406;15;15
1407;nombre 1407;14;19
1408;nombre 1408;15;4
1409;nombre 1409;20;2
1410;nombre 1410;13;15
1411;nombre 1411;11;5
1412;nombre 1412;20;13
1413;nombre 1413;15;3
1414;nombre 1414;17;8
1415;nombre 1415;12;12
1416;nombre 1416;14;15
1417;nombre 1417;18;0
1418;nombre 1418;11;12
1419;nombre 1419;10;14
1420;nombre 1420;10;11
1421;nombre 1421;20;8
1422;nombre 1422;12;2
1423;nombre 1423;17;3
1424;nombre 1424;18;6
1425;nombre 1425;19;14
1426;nombre 1426;16;16
1427;nombre 1427;11;15
1428;nombre 1428;18;20
1429;nombre 1429;13;9
1430;nombre 1430;16;11
1431;nombre 1431;16;17
1432;nombre 1432;10;17
1433;nombre 1433;17;11
1434;nombre 1434;16;0
1435;nombre 1435;11;8
1436;nombre 1436;16;17
1437;nombre 1437;20;2
1438;nombre 1438;16;19
1439;nombre 1439;17;2
1440;nombre 1440;20;4
1441;nombre 1441;20;10
1442;nombre 1442;17;6
1443;nombre 1443;16;14
1444;nombre 1444;11;17
1445;nombre 1445;17;2
1446;nombre 1446;11;3
1447;nombre 1447;19;2
1448;nombre 1448;18;12
1449;nombre 1449;10;3
1450;nombre 1450;10;4
1451;nombre 1451;14;10
1452;nombre 1452;20;6
1453;nombre 1453;11;6
1454;nombre 1454;11;10
1455;nombre 1455;13;5
1456;nombre 1456;10;12
1457;nombre 1457;11;3
1458;nombre 1458;14;4
1459;nombre 1459;11;12
1460;nombre 1460;17;2
1461;nombre 1461;16;19
1462;nombre 1462;17;0
1463;nombre 1463;17;10
1464;nombre 1464;11;1
1465;nombre 1465;16;5
1466;nombre 1466;13;9
1467;nombre 1467;13;5
1468;nombre 1468;19;4
1469;nombre 1469;20;14
1470;nombre 1470;19;18
1471;nombre 1471;10;5
1472;nombre 1472;20;18
1473;nombre 1473;13;2
1474;nombre 1474;20;10
1475;nombre 1475;15;14
1476;nombre 1476;15;15
1477;nombre 1477;12;12
1478;nombre 1478;11;3
1479;nombre 1479;18;14
1480;nombre 1480;16;13
1481;nombre 1481;14;5
1482;nombre 1482;17;2
1483;nombre 1483;17;1
1484;nombre 1484;16;3
1485;nombre 1485;12;6
1486;nombre 1486;17;2
1487;nombre 1487;12;9
1488;nombre 1488;12;12
1489;nombre 1489;20;0
1490;nombre 1490;13;3
1491;nombre 1491;13;8
1492;nombre 1492;12;8
1493;nombre 1493;10;8
1494;nombre 1494;18;0
1495;nombre 1495;17;5
1496;nombre 1496;18;8
1497;nombre 1497;11;20
1498;nombre 1498;18;1
1499;nombre 1499;20;7
1500;nombre 1500;19;2
1501;nombre 1501;17;14
1502;nombre 1502;14;5
1503;nombre 1503;15;7
1504;nombre 1504;18;14
1505;nombre 1505;10;3
1506;nombre 1506;10;15
1507;nombre 1507;17;12
1508;nombre 1508;16;16
1509;nombre 1509;13;7
1510;nombre 1510;10;18
1511;nombre 1511;15;14
1512;nombre 1512;12;13
1513;nombre 1513;11;9
1514;nombre 1514;18;8
1515;nombre 1515;15;17
1516;nombre 1516;10;9
1517;nombre 1517;11;8
1518;nombre 1518;15;12
1519;nombre 1519;12;9
1520;nombre 1520;11;10
1521;nombre 1521;12;12
1522;nombre 1522;15;11
1523;nombre 1523;14;1
1524;nombre 1524;18;1
1525;nombre 1525;11;1
1526;nombre 1526;13;17
1527;nombre 1527;14;14
1528;nombre 1528;19;17
1529;nombre 1529;19;4
1530;nombre 1530;11;10
1531;nombre 1531;15;1
1532;nombre 1532;17;18
1533;nombre 1533;12;17
1534;nombre 1534;18;2
1535;nombre 1535;11;9
1536;nombre 1536;16;8
1537;nombre 1537;19;18
1538;nombre 1538;11;16
1539;nombre 1539;16;20
1540;nombre 1540;13;19
1541;nombre 1541;20;10
1542;nombre 1542;20;6
1543;nombre 1543;16;2
1544;nombre 1544;19;18
1545;nombre 1545;18;12
1546;nombre 1546;15;1
1547;nombre 1547;16;16
1548;nombre 1548;17;11
1549;nombre 1549;17;18
1550;nombre 1550;17;7
1551;nombre 1551;20;11
1552;nombre 1552;20;17
1553;nombre 1553;10;13
1554;nombre 1554;18;9
1555;nombre 1555;14;5
1556;nombre 1556;19;19
1557;nombre 1557;11;17
1558;nombre 1558;11;13
1559;nombre 1559;12;7
1560;nombre 1560;17;7
1561;nombre 1561;17;5
1562;nombre 1562;13;18
1563;nombre 1563;18;3
1564;nombre 1564;13;0
1565;nombre 1565;17;9
1566;nombre 1566;17;19
1567;nombre 1567;17;15
1568;nombre 1568;13;18
1569;nombre 1569;20;1
1570;nombre 1570;20;15
1571;nombre 1571;14;1
1572;nombre 1572;10;4
1573;nombre 1573;17;19
1574;nombre 1574;20;8
1575;nombre 1575;15;7
1576;nombre 1576;12;16
1577;nombre 1577;13;17
1578;nombre 1578;20;0
1579;nombre 1579;15;13
1580;nombre 1580;14;13
1581;nombre 1581;13;9
1582;nombre 1582;17;11
1583;nombre 1583;13;4
1584;nombre 1584;14;20
1585;nombre 1585;18;3
1586;nombre 1586;10;4
1587;nombre 1587;20;11
1588;nombre 1588;16;7
1589;nombre 1589;20;6
1590;nombre 1590;19;8
1591;nombre 1591;12;3
1592;nombre 1592;17;11
1593;nombre 1593;16;0
1594;nombre 1594;17;6
1595;nombre 1595;14;3
1596;nombre 1596;10;10
1597;nombre 1597;13;14
1598;nombre 1598;17;3
1599;nombre 1599;17;19
1600;nombre 1600;12;12
1601;nombre 1601;10;11
1602;nombre 1602;14;3
1603;nombre 1603;11;20
1604;nombre 1604;12;2
1605;nombre 1605;11;9
1606;nombre 1606;10;12
1607;nombre 1607;13;11
1608;nombre 1608;18;14
1609;nombre 1609;14;15
1610;nombre 1610;16;1
1611;nombre 1611;13;19
1612;nombre 1612;12;0
1613;nombre 1613;13;14
1614;nombre 1614;15;16
1615;nombre 1615;17;17
1616;nombre 1616;17;9
1617;nombre 1617;15;13
1618;nombre 1618;17;16
1619;nombre 1619;15;9
1620;nombre 1620;19;7
1621;nombre 1621;11;19
1622;nombre 1622;12;14
1623;nombre 1623;11;11
1624;nombre 1624;11;7
1625;nombre 1625;12;16
1626;nombre 1626;15;15
1627;nombre 1627;14;7
1628;nombre 1628;16;9
1629;nombre 1629;13;8
1630;nombre 1630;12;5
1631;nombre 1631;10;6
1632;nombre 1632;17;12
1633;nombre 1633;16;13
1634;nombre 1634;12;20
1635;nombre 1635;11;4
1636;nombre 1636;14;13
1637;nombre 1637;19;7
1638;nombre 1638;18;13
1639;nombre 1639;13;9
1640;nombre 1640;15;9
1641;nombre 1641;13;16
1642;nombre 1642;15;3
1643;nombre 1643;17;4
1644;nombre 1644;18;1
1645;nombre 1645;18;18
1646;nombre 1646;20;4
1647;nombre 1647;17;0
1648;nombre 1648;20;20
1649;nombre 1649;18;7
1650;nombre 1650;13;0
1651;nombre 1651;14;20
1652;nombre 1652;17;6
1653;nombre 1653;16;20
1654;nombre 1654;14;3
1655;nombre 1655;20;7
1656;nombre 1656;10;18
1657;nombre 1657;12;16
1658;nombre 1658;18;3
1659;nombre 1659;13;6
1660;nombre 1660;11;4
1661;nombre 1661;17;5
1662;nombre 1662;12;0
1663;nombre 1663;14;8
1664;nombre 1664;10;15
1665;nombre 1665;10;14
1666;nombre 1666;12;14
1667;nombre 1667;12;14
1668;nombre 1668;18;17
1669;nombre 1669;14;7
1670;nombre 1670;19;0
1671;nombre 1671;16;19
1672;nombre 1672;18;1
1673;nombre 1673;15;11
1674;nombre 1674;12;7
1675;nombre 1675;12;16
1676;nombre 1676;20;12
1677;nombre 1677;18;12
1678;nombre 1678;11;2
1679;nombre 1679;19;2
1680;nombre 1680;19;3
1681;nombre 1681;14;13
1682;nombre 1682;16;17
1683;nombre 1683;17;6
1684;nombre 1684;17;5
1685;nombre 1685;11;15
1686;nombre 1686;10;18
1687;nombre 1687;10;1
1688;nombre 1688;12;1
1689;nombre 1689;19;9
1690;nombre 1690;14;20
1691;nombre 1691;10;9
1692;nombre 1692;16;9
1693;nombre 1693;11;16
1694;nombre 1694;13;5
1695;nombre 1695;10;10
1696;nombre 1696;18;9
1697;nombre 1697;15;6
1698;nombre 1698;10;10
1699;nombre 1699;16;14
1700;nombre 1700;18;4
1701;nombre 1701;14;14
1702;nombre 1702;11;18
1703;nombre 1703;17;20
1704;nombre 1704;12;5
1705;nombre 1705;12;5
1706;nombre 1706;18;12
1707;nombre 1707;11;12
1708;nombre 1708;17;12
1709;nombre 1709;11;17
1710;nombre 1710;20;0
1711;nombre 1711;17;12
1712;nombre 1712;11;12
1713;nombre 1713;13;8
1714;nombre 1714;19;10
1715;nombre 1715;12;5
1716;nombre 1716;15;4
1717;nombre 1717;18;16
1718;nombre 1718;19;0
1719;nombre 1719;12;7
1720;nombre 1720;17;16
1721;nombre 1721;19;17
1722;nombre 1722;13;2
1723;nombre 1723;12;14
1724;nombre 1724;16;0
1725;nombre 1725;17;10
1726;nombre 1726;13;5
1727;nombre 1727;11;2
1728;nombre 1728;16;7
1729;nombre 1729;15;10
1730;nombre 1730;13;20
1731;nombre 1731;10;15
1732;nombre 1732;10;6
1733;nombre 1733;11;12
1734;nombre 1734;15;15
1735;nombre 1735;16;6
1736;nombre 1736;16;16
1737;nombre 1737;12;11
1738;nombre 1738;12;10
1739;nombre 1739;14;18
1740;nombre 1740;19;8
1741;nombre 1741;15;7
1742;nombre 1742;14;11
1743;nombre 1743;16;20
1744;nombre 1744;20;1
1745;nombre 1745;10;8
1746;nombre 1746;20;19
1747;nombre 1747;16;12
1748;nombre 1748;14;12
1749;nombre 1749;11;6
1750;nombre 1750;10;3
1751;nombre 1751;10;8
1752;nombre 1752;13;12
1753;nombre 1753;13;16
1754;nombre 1754;18;20
1755;nombre 1755;10;18
1756;nombre 1756;10;2
1757;nombre 1757;14;18
1758;nombre 1758;17;3
1759;nombre 1759;13;8
1760;nombre 1760;16;2
1761;nombre 1761;13;18
1762;nombre 1762;11;7
1763;nombre 1763;15;4
1764;nombre 1764;16;0
1765;nombre 1765;13;14
1766;nombre 1766;14;9
1767;nombre 1767;20;12
1768;nombre 1768;13;14
1769;nombre 1769;10;6
1770;nombre 1770;13;8
1771;nombre 1771;17;0
1772;nombre 1772;16;2
1773;nombre 1773;20;5
1774;nombre 1774;19;1
1775;nombre 1775;13;12
1776;nombre 1776;11;7
1777;nombre 1777;13;4
1778;nombre 1778;13;2
1779;nombre 1779;18;3
1780;nombre 1780;20;19
1781;nombre 1781;13;4
1782;nombre 1782;16;4
1783;nombre 1783;13;20
1784;nombre 1784;13;10
1785;nombre 1785;17;5
1786;nombre 1786;14;12
1787;nombre 1787;17;3
1788;nombre 1788;15;19
1789;nombre 1789;10;8
1790;nombre 1790;15;15
1791;nombre 1791;13;15
1792;nombre 1792;17;11
1793;nombre 1793;18;0
1794;nombre 1794;13;17
1795;nombre 1795;10;15
1796;nombre 1796;16;4
1797;nombre 1797;16;3
1798;nombre 1798;13;17
1799;nombre 1799;17;7
1800;nombre 1800;18;0
1801;nombre 1801;15;8
1802;nombre 1802;11;4
1803;nombre 1803;18;20
1804;nombre 1804;11;16
1805;nombre 1805;18;15
1806;nombre 1806;10;3
1807;nombre 1807;12;3
1808;nombre 1808;20;16
1809;nombre 1809;16;5
1810;nombre 1810;12;15
1811;nombre 1811;11;5
1812;nombre 1812;13;8
1813;nombre 1813;11;9
1814;nombre 1814;17;6
1815;nombre 1815;17;13
1816;nombre 1816;13;0
1817;nombre 1817;18;4
1818;nombre 1818;13;9
1819;nombre 1819;13;3
1820;nombre 1820;20;13
1821;nombre 1821;10;4
1822;nombre 1822;12;8
1823;nombre 1823;19;12
1824;nombre 1824;14;1
1825;nombre 1825;17;5
1826;nombre 1826;13;1
1827;nombre 1827;13;11
1828;nombre 1828;15;12
1829;nombre 1829;11;17
1830;nombre 1830;12;13
1831;nombre 1831;18;20
1832;nombre 1832;16;16
1833;nombre 1833;12;6
1834;nombre 1834;19;7
1835;nombre 1835;15;1
1836;nombre 1836;18;8
1837;nombre 1837;11;17
1838;nombre 1838;12;10
1839;nombre 1839;14;4
1840;nombre 1840;18;20
1841;nombre 1841;20;3
1842;nombre 1842;18;14
1843;nombre 1843;17;12
1844;nombre 1844;13;3
1845;nombre 1845;11;0
1846;nombre 1846;14;7
1847;nombre 1847;19;3
1848;nombre 1848;13;2
1849;nombre 1849;10;20
1850;nombre 1850;18;15
1851;nombre 1851;16;0
1852;nombre 1852;18;17
1853;nombre 1853;11;0
1854;nombre 1854;16;6
1855;nombre 1855;11;13
1856;nombre 1856;12;12
1857;nombre 1857;13;5
1858;nombre 1858;16;9
1859;nombre 1859;18;10
1860;nombre 1860;11;5
1861;nombre 1861;14;9
1862;nombre 1862;19;7
1863;nombre 1863;18;12
1864;nombre 1864;16;1
1865;nombre 1865;12;6
1866;nombre 1866;16;2
1867;nombre 1867;16;17
1868;nombre 1868;15;11
1869;nombre 1869;15;13
1870;nombre 1870;19;19
1871;nombre 1871;20;16
1872;nombre 1872;13;4
1873;nombre 1873;17;1
1874;nombre 1874;10;1
1875;nombre 1875;17;6
1876;nombre 1876;11;15
1877;nombre 1877;20;12
1878;nombre 1878;13;9
1879;nombre 1879;11;9
1880;nombre 1880;12;0
1881;nombre 1881;20;17
1882;nombre 1882;18;10
1883;nombre 1883;18;5
1884;nombre 1884;11;19
1885;nombre 1885;13;16
1886;nombre 1886;15;6
1887;nombre 1887;13;20
1888;nombre 1888;12;9
1889;nombre 1889;11;18
1890;nombre 1890;11;2
1891;nombre 1891;14;2
1892;nombre 1892;20;4
1893;nombre 1893;17;17
1894;nombre 1894;11;13
1895;nombre 1895;14;1
1896;nombre 1896;11;18
1897;nombre 1897;14;13
1898;nombre 1898;18;7
1899;nombre 1899;18;10
1900;nombre 1900;18;4
1901;nombre 1901;19;13
1902;nombre 1902;13;0
1903;nombre 1903;15;10
1904;nombre 1904;11;2
1905;nombre 1905;15;0
1906;nombre 1906;19;20
1907;nombre 1907;19;10
1908;nombre 1908;19;15
1909;nombre 1909;18;7
1910;nombre 1910;13;15
1911;nombre 1911;10;5
1912;nombre 1912;18;7
1913;nombre 1913;15;1
1914;nombre 1914;10;11
1915;nombre 1915;11;1
1916;nombre 1916;18;1
1917;nombre 1917;15;8
1918;nombre 1918;20;9
1919;nombre 1919;10;13
1920;nombre 1920;13;8
1921;nombre 1921;14;1
1922;nombre 1922;18;0
1923;nombre 1923;18;2
1924;nombre 1924;19;3
1925;nombre 1925;20;6
1926;nombre 1926;20;4
1927;nombre 1927;19;15
1928;nombre 1928;13;6
1929;nombre 1929;18;14
1930;nombre 1930;11;20
1931;nombre 1931;20;17
1932;nombre 1932;15;7
1933;nombre 1933;20;18
1934;nombre 1934;19;15
1935;nombre 1935;10;6
1936;nombre 1936;17;19
1937;nombre 1937;18;14
1938;nombre 1938;18;16
1939;nombre 1939;14;19
1940;nombre 1940;14;17
1941;nombre 1941;11;7
1942;nombre 1942;14;2
1943;nombre 1943;13;16
1944;nombre 1944;15;11
1945;nombre 1945;16;18
1946;nombre 1946;18;2
1947;nombre 1947;15;0
1948;nombre 1948;20;18
1949;nombre 1949;15;4
1950;nombre 1950;13;4
1951;nombre 1951;16;20
1952;nombre 1952;10;1
1953;nombre 1953;19;0
1954;nombre 1954;12;6
1955;nombre 1955;20;4
1956;nombre 1956;20;12
1957;nombre 1957;14;18
1958;nombre 1958;19;1
1959;nombre 1959;14;16
1960;nombre 1960;17;0
1961;nombre 1961;18;9
1962;nombre 1962;13;17
1963;nombre 1963;15;12
1964;nombre 1964;18;16
1965;nombre 1965;13;12
1966;nombre 1966;15;3
1967;nombre 1967;10;14
1968;nombre 1968;17;14
1969;nombre 1969;11;16
1970;nombre 1970;18;11
1971;nombre 1971;11;17
1972;nombre 1972;15;8
1973;nombre 1973;11;0
1974;nombre 1974;15;12
1975;nombre 1975;15;11
1976;nombre 1976;16;12
1977;nombre 1977;16;18
1978;nombre 1978;14;4
1979;nombre 1979;17;2
1980;nombre 1980;11;19
1981;nombre 1981;15;1
1982;nombre 1982;14;16
1983;nombre 1983;16;4
1984;nombre 1984;18;13
1985;nombre 1985;14;11
1986;nombre 1986;17;8
1987;nombre 1987;20;17
1988;nombre 1988;14;16
1989;nombre 1989;11;8
1990;nombre 1990;11;13
1991;nombre 1991;17;19
1992;nombre 1992;20;7
1993;nombre 1993;11;12
1994;nombre 1994;11;15
1995;nombre 1995;15;8
1996;nombre 1996;14;14
1997;nombre 1997;12;1
1998;nombre 1998;15;18
1999;nombre 1999;13;10
2000;nombre 2000;16;18
2001;nombre 2001;13;3
2002;nombre 2002;11;8
2003;nombre 2003;18;10
2004;nombre 2004;11;13
2005;nombre 2005;15;17
2006;nombre 2006;10;15
2007;nombre 2007;13;20
2008;nombre 2008;19;4
2009;nombre 2009;13;20
2010;nombre 2010;14;3
2011;nombre 2011;17;13
2012;nombre 2012;11;20
2013;nombre 2013;13;2
2014;nombre 2014;10;7
2015;nombre 2015;11;6
2016;nombre 2016;19;17
2017;nombre 2017;17;20
2018;nombre 2018;12;12
2019;nombre 2019;20;9
2020;nombre 2020;14;13
2021;nombre 2021;15;5
2022;nombre 2022;14;3
2023;nombre 2023;11;8
2024;nombre 2024;11;5
2025;nombre 2025;12;15
2026;nombre 2026;14;15
2027;nombre 2027;13;6
2028;nombre 2028;13;7
2029;nombre 2029;18;16
2030;nombre 2030;20;13
2031;nombre 2031;15;10
2032;nombre 2032;11;12
2033;nombre 2033;13;2
2034;nombre 2034;12;18
2035;nombre 2035;17;0
2036;nombre 2036;16;17
2037;nombre 2037;14;0
2038;nombre 2038;15;9
2039;nombre 2039;15;5
2040;nombre 2040;15;2
2041;nombre 2041;16;4
2042;nombre 2042;13;5
2043;nombre 2043;20;2
2044;nombre 2044;15;11
2045;nombre 2045;14;19
2046;nombre 2046;12;2
2047;nombre 2047;16;11
2048;nombre 2048;14;7
2049;nombre 2049;16;18
2050;nombre 2050;10;0
2051;nombre 2051;10;17
2052;nombre 2052;13;8
2053;nombre 2053;14;6
2054;nombre 2054;14;3
2055;nombre 2055;10;10
2056;nombre 2056;10;6
2057;nombre 2057;15;1
2058;nombre 2058;13;19
2059;nombre 2059;19;18
2060;nombre 2060;10;19
2061;nombre 2061;16;9
2062;nombre 2062;16;9
2063;nombre 2063;13;15
2064;nombre 2064;13;9
2065;nombre 2065;10;3
2066;nombre 2066;13;0
2067;nombre 2067;19;12
2068;nombre 2068;17;7
2069;nombre 2069;12;8
2070;nombre 2070;20;0
2071;nombre 2071;16;9
2072;nombre 2072;17;19
2073;nombre 2073;15;19
2074;nombre 2074;20;9
2075;nombre 2075;11;0
2076;nombre 2076;14;4
2077;nombre 2077;15;3
2078;nombre 2078;15;2
2079;nombre 2079;19;8
2080;nombre 2080;16;11
2081;nombre 2081;13;1
2082;nombre 2082;12;11
2083;nombre 2083;18;12
2084;nombre 2084;18;20
2085;nombre 2085;14;4
2086;nombre 2086;16;11
2087;nombre 2087;12;18
2088;nombre 2088;11;17
2089;nombre 2089;20;9
2090;nombre 2090;16;5
2091;nombre 2091;11;8
2092;nombre 2092;11;19
2093;nombre 2093;15;3
2094;nombre 2094;20;12
2095;nombre 2095;11;16
